serial,id,stage,classes,trait,section,domains,streams,subjects,entranceExams,targetCourses,careerFamilies,interestClusters,skills,combinationKeys,text
"2816","v7_college_scientific_curiosity_003","college","","scientific_curiosity","communication","engineering","science pcm | science pcmb | pcm computer science | pcm + computer science","physics | mathematics | applied mathematics | chemistry | computer science | engineering graphics","jee main | jee advanced | bitsat | viteee | srmjeee | met | comedk | state cet","btech | be | engineering","engineering | technology","technology | engineering | problem-solving | quantitative | hands-on","programming | electronics | electrical-systems | mechanical-design | problem-solving","domain:engineering | stream:science pcm | stream:science pcmb | stream:pcm computer science | stream:pcm + computer science | exam:jee main | exam:jee advanced | exam:bitsat | exam:viteee | exam:srmjeee | exam:met | exam:comedk | exam:state cet | stream:science pcm|subject:physics | stream:science pcm|subject:mathematics | stream:science pcm|subject:applied mathematics | stream:science pcm|subject:chemistry | stream:science pcmb|subject:physics | stream:science pcmb|subject:mathematics | stream:science pcmb|subject:applied mathematics | stream:science pcmb|subject:chemistry | stream:pcm computer science|subject:physics | stream:pcm computer science|subject:mathematics | stream:pcm computer science|subject:applied mathematics | stream:pcm computer science|subject:chemistry | stream:pcm + computer science|subject:physics | stream:pcm + computer science|subject:mathematics | stream:pcm + computer science|subject:applied mathematics | stream:pcm + computer science|subject:chemistry | stream:science pcm|exam:jee main | stream:science pcm|exam:jee advanced | stream:science pcm|exam:bitsat | stream:science pcm|exam:viteee | stream:science pcmb|exam:jee main | stream:science pcmb|exam:jee advanced | stream:science pcmb|exam:bitsat | stream:science pcmb|exam:viteee | stream:pcm computer science|exam:jee main | stream:pcm computer science|exam:jee advanced | stream:pcm computer science|exam:bitsat | stream:pcm computer science|exam:viteee | stream:pcm + computer science|exam:jee main | stream:pcm + computer science|exam:jee advanced | stream:pcm + computer science|exam:bitsat | stream:pcm + computer science|exam:viteee | exam:jee main|course:btech | exam:jee main|course:be | exam:jee main|course:engineering | exam:jee advanced|course:btech | exam:jee advanced|course:be | exam:jee advanced|course:engineering | exam:bitsat|course:btech | exam:bitsat|course:be | exam:bitsat|course:engineering | exam:viteee|course:btech | exam:viteee|course:be | exam:viteee|course:engineering | domain:engineering|trait:scientific curiosity","While working on an engineering or technical college project, I prefer explanations supported by reliable evidence."
"2817","v7_college_scientific_curiosity_004","college","","scientific_curiosity","work-style","technology","science pcm | science pcmb | pcm computer science | pcm + computer science","mathematics | computer science | information technology | artificial intelligence | data science | physics","jee main | jee advanced | bitsat | viteee | srmjeee | met | comedk | cuet ug","btech computer science | bca | bsc computer science | bsc data science | btech ai | btech it","technology | software | data | computing","technology | analytical | quantitative | problem-solving","programming | web-development | app-development | cloud-computing | cybersecurity","domain:technology | stream:science pcm | stream:science pcmb | stream:pcm computer science | stream:pcm + computer science | exam:jee main | exam:jee advanced | exam:bitsat | exam:viteee | exam:srmjeee | exam:met | exam:comedk | exam:cuet ug | stream:science pcm|subject:mathematics | stream:science pcm|subject:computer science | stream:science pcm|subject:information technology | stream:science pcm|subject:artificial intelligence | stream:science pcmb|subject:mathematics | stream:science pcmb|subject:computer science | stream:science pcmb|subject:information technology | stream:science pcmb|subject:artificial intelligence | stream:pcm computer science|subject:mathematics | stream:pcm computer science|subject:computer science | stream:pcm computer science|subject:information technology | stream:pcm computer science|subject:artificial intelligence | stream:pcm + computer science|subject:mathematics | stream:pcm + computer science|subject:computer science | stream:pcm + computer science|subject:information technology | stream:pcm + computer science|subject:artificial intelligence | stream:science pcm|exam:jee main | stream:science pcm|exam:jee advanced | stream:science pcm|exam:bitsat | stream:science pcm|exam:viteee | stream:science pcmb|exam:jee main | stream:science pcmb|exam:jee advanced | stream:science pcmb|exam:bitsat | stream:science pcmb|exam:viteee | stream:pcm computer science|exam:jee main | stream:pcm computer science|exam:jee advanced | stream:pcm computer science|exam:bitsat | stream:pcm computer science|exam:viteee | stream:pcm + computer science|exam:jee main | stream:pcm + computer science|exam:jee advanced | stream:pcm + computer science|exam:bitsat | stream:pcm + computer science|exam:viteee | exam:jee main|course:btech computer science | exam:jee main|course:bca | exam:jee main|course:bsc computer science | exam:jee main|course:bsc data science | exam:jee advanced|course:btech computer science | exam:jee advanced|course:bca | exam:jee advanced|course:bsc computer science | exam:jee advanced|course:bsc data science | exam:bitsat|course:btech computer science | exam:bitsat|course:bca | exam:bitsat|course:bsc computer science | exam:bitsat|course:bsc data science | exam:viteee|course:btech computer science | exam:viteee|course:bca | exam:viteee|course:bsc computer science | exam:viteee|course:bsc data science | domain:technology|trait:scientific curiosity","I enjoy testing an idea while developing or debugging a software project rather than accepting it only because someone says it is correct."
"2818","v7_college_scientific_curiosity_005","college","","scientific_curiosity","career-interest","research_science","science pcm | science pcb | science pcmb | biotechnology","physics | chemistry | biology | mathematics | biotechnology","iiser iat | iat | nest | cuet ug","bsc | bs-ms | integrated msc | research degree","analytics | technology | research | science | academia","science | research | analytical | scientific curiosity","data-analysis | statistics | mathematics | ai-machine-learning","domain:research science | stream:science pcm | stream:science pcb | stream:science pcmb | stream:biotechnology | exam:iiser iat | exam:iat | exam:nest | exam:cuet ug | stream:science pcm|subject:physics | stream:science pcm|subject:chemistry | stream:science pcm|subject:biology | stream:science pcm|subject:mathematics | stream:science pcb|subject:physics | stream:science pcb|subject:chemistry | stream:science pcb|subject:biology | stream:science pcb|subject:mathematics | stream:science pcmb|subject:physics | stream:science pcmb|subject:chemistry | stream:science pcmb|subject:biology | stream:science pcmb|subject:mathematics | stream:biotechnology|subject:physics | stream:biotechnology|subject:chemistry | stream:biotechnology|subject:biology | stream:biotechnology|subject:mathematics | stream:science pcm|exam:iiser iat | stream:science pcm|exam:iat | stream:science pcm|exam:nest | stream:science pcm|exam:cuet ug | stream:science pcb|exam:iiser iat | stream:science pcb|exam:iat | stream:science pcb|exam:nest | stream:science pcb|exam:cuet ug | stream:science pcmb|exam:iiser iat | stream:science pcmb|exam:iat | stream:science pcmb|exam:nest | stream:science pcmb|exam:cuet ug | stream:biotechnology|exam:iiser iat | stream:biotechnology|exam:iat | stream:biotechnology|exam:nest | stream:biotechnology|exam:cuet ug | exam:iiser iat|course:bsc | exam:iiser iat|course:bs-ms | exam:iiser iat|course:integrated msc | exam:iiser iat|course:research degree | exam:iat|course:bsc | exam:iat|course:bs-ms | exam:iat|course:integrated msc | exam:iat|course:research degree | exam:nest|course:bsc | exam:nest|course:bs-ms | exam:nest|course:integrated msc | exam:nest|course:research degree | exam:cuet ug|course:bsc | exam:cuet ug|course:bs-ms | exam:cuet ug|course:integrated msc | exam:cuet ug|course:research degree | domain:research science|trait:scientific curiosity","While analysing data for a college assignment or project, I often want to understand the mechanism that produces the result."
"2819","v7_college_scientific_curiosity_006","college","","scientific_curiosity","decision-making","engineering | research_science","science pcm | science pcmb | pcm computer science | pcm + computer science | science pcb | biotechnology","physics | mathematics | applied mathematics | chemistry | computer science | engineering graphics | biology | biotechnology","jee main | jee advanced | bitsat | viteee | srmjeee | met | comedk | state cet | iiser iat | iat | nest | cuet ug","btech | be | engineering | bsc | bs-ms | integrated msc | research degree","engineering | electronics | technology | research | science | academia","technology | engineering | problem-solving | quantitative | hands-on | science | research | analytical | scientific curiosity","electronics | electrical-systems | laboratory-work | problem-solving","domain:engineering | domain:research science | stream:science pcm | stream:science pcmb | stream:pcm computer science | stream:pcm + computer science | stream:science pcb | stream:biotechnology | exam:jee main | exam:jee advanced | exam:bitsat | exam:viteee | exam:srmjeee | exam:met | exam:comedk | exam:state cet | stream:science pcm|subject:physics | stream:science pcm|subject:mathematics | stream:science pcm|subject:applied mathematics | stream:science pcm|subject:chemistry | stream:science pcmb|subject:physics | stream:science pcmb|subject:mathematics | stream:science pcmb|subject:applied mathematics | stream:science pcmb|subject:chemistry | stream:pcm computer science|subject:physics | stream:pcm computer science|subject:mathematics | stream:pcm computer science|subject:applied mathematics | stream:pcm computer science|subject:chemistry | stream:pcm + computer science|subject:physics | stream:pcm + computer science|subject:mathematics | stream:pcm + computer science|subject:applied mathematics | stream:pcm + computer science|subject:chemistry | stream:science pcm|exam:jee main | stream:science pcm|exam:jee advanced | stream:science pcm|exam:bitsat | stream:science pcm|exam:viteee | stream:science pcmb|exam:jee main | stream:science pcmb|exam:jee advanced | stream:science pcmb|exam:bitsat | stream:science pcmb|exam:viteee | stream:pcm computer science|exam:jee main | stream:pcm computer science|exam:jee advanced | stream:pcm computer science|exam:bitsat | stream:pcm computer science|exam:viteee | stream:pcm + computer science|exam:jee main | stream:pcm + computer science|exam:jee advanced | stream:pcm + computer science|exam:bitsat | stream:pcm + computer science|exam:viteee | exam:jee main|course:btech | exam:jee main|course:be | exam:jee main|course:engineering | exam:jee main|course:bsc | exam:jee advanced|course:btech | exam:jee advanced|course:be | exam:jee advanced|course:engineering | exam:jee advanced|course:bsc | exam:bitsat|course:btech | exam:bitsat|course:be | exam:bitsat|course:engineering | exam:bitsat|course:bsc | exam:viteee|course:btech | exam:viteee|course:be | exam:viteee|course:engineering | exam:viteee|course:bsc | domain:engineering|trait:scientific curiosity | domain:research science|trait:scientific curiosity","If working on an electronics or electrical laboratory task interests me, I may investigate it further even when it is not required."
"2820","v7_college_scientific_curiosity_007","college","","scientific_curiosity","professional-behaviour","engineering","science pcm | science pcmb | pcm computer science | pcm + computer science","physics | mathematics | applied mathematics | chemistry | computer science | engineering graphics","jee main | jee advanced | bitsat | viteee | srmjeee | met | comedk | state cet","btech | be | engineering","engineering | manufacturing | technology","technology | engineering | problem-solving | quantitative | hands-on","mechanical-design | cad-engineering-design | mechanical-hands-on-work","domain:engineering | stream:science pcm | stream:science pcmb | stream:pcm computer science | stream:pcm + computer science | exam:jee main | exam:jee advanced | exam:bitsat | exam:viteee | exam:srmjeee | exam:met | exam:comedk | exam:state cet | stream:science pcm|subject:physics | stream:science pcm|subject:mathematics | stream:science pcm|subject:applied mathematics | stream:science pcm|subject:chemistry | stream:science pcmb|subject:physics | stream:science pcmb|subject:mathematics | stream:science pcmb|subject:applied mathematics | stream:science pcmb|subject:chemistry | stream:pcm computer science|subject:physics | stream:pcm computer science|subject:mathematics | stream:pcm computer science|subject:applied mathematics | stream:pcm computer science|subject:chemistry | stream:pcm + computer science|subject:physics | stream:pcm + computer science|subject:mathematics | stream:pcm + computer science|subject:applied mathematics | stream:pcm + computer science|subject:chemistry | stream:science pcm|exam:jee main | stream:science pcm|exam:jee advanced | stream:science pcm|exam:bitsat | stream:science pcm|exam:viteee | stream:science pcmb|exam:jee main | stream:science pcmb|exam:jee advanced | stream:science pcmb|exam:bitsat | stream:science pcmb|exam:viteee | stream:pcm computer science|exam:jee main | stream:pcm computer science|exam:jee advanced | stream:pcm computer science|exam:bitsat | stream:pcm computer science|exam:viteee | stream:pcm + computer science|exam:jee main | stream:pcm + computer science|exam:jee advanced | stream:pcm + computer science|exam:bitsat | stream:pcm + computer science|exam:viteee | exam:jee main|course:btech | exam:jee main|course:be | exam:jee main|course:engineering | exam:jee advanced|course:btech | exam:jee advanced|course:be | exam:jee advanced|course:engineering | exam:bitsat|course:btech | exam:bitsat|course:be | exam:bitsat|course:engineering | exam:viteee|course:btech | exam:viteee|course:be | exam:viteee|course:engineering | domain:engineering|trait:scientific curiosity","I enjoy comparing what I predicted while working on a mechanical design or manufacturing problem with what actually happens."
"2821","v7_college_scientific_curiosity_008","college","","scientific_curiosity","motivation","engineering | design_architecture","science pcm | science pcmb | pcm computer science | pcm + computer science | fine arts | humanities | commerce","physics | mathematics | applied mathematics | chemistry | computer science | engineering graphics | fine arts | design | visual arts","jee main | jee advanced | bitsat | viteee | srmjeee | met | comedk | state cet | nata | jee paper 2 | uceed | nid dat | nift","btech | be | engineering | barch | bdes | design | architecture | fashion design","civil-engineering | architecture | infrastructure | engineering | technology | design | creative arts","technology | engineering | problem-solving | quantitative | hands-on | creativity | design | visual | spatial","civil-construction-knowledge | cad-engineering-design | project-management","domain:engineering | domain:design architecture | stream:science pcm | stream:science pcmb | stream:pcm computer science | stream:pcm + computer science | stream:fine arts | stream:humanities | exam:jee main | exam:jee advanced | exam:bitsat | exam:viteee | exam:srmjeee | exam:met | exam:comedk | exam:state cet | stream:science pcm|subject:physics | stream:science pcm|subject:mathematics | stream:science pcm|subject:applied mathematics | stream:science pcm|subject:chemistry | stream:science pcmb|subject:physics | stream:science pcmb|subject:mathematics | stream:science pcmb|subject:applied mathematics | stream:science pcmb|subject:chemistry | stream:pcm computer science|subject:physics | stream:pcm computer science|subject:mathematics | stream:pcm computer science|subject:applied mathematics | stream:pcm computer science|subject:chemistry | stream:pcm + computer science|subject:physics | stream:pcm + computer science|subject:mathematics | stream:pcm + computer science|subject:applied mathematics | stream:pcm + computer science|subject:chemistry | stream:science pcm|exam:jee main | stream:science pcm|exam:jee advanced | stream:science pcm|exam:bitsat | stream:science pcm|exam:viteee | stream:science pcmb|exam:jee main | stream:science pcmb|exam:jee advanced | stream:science pcmb|exam:bitsat | stream:science pcmb|exam:viteee | stream:pcm computer science|exam:jee main | stream:pcm computer science|exam:jee advanced | stream:pcm computer science|exam:bitsat | stream:pcm computer science|exam:viteee | stream:pcm + computer science|exam:jee main | stream:pcm + computer science|exam:jee advanced | stream:pcm + computer science|exam:bitsat | stream:pcm + computer science|exam:viteee | exam:jee main|course:btech | exam:jee main|course:be | exam:jee main|course:engineering | exam:jee main|course:barch | exam:jee advanced|course:btech | exam:jee advanced|course:be | exam:jee advanced|course:engineering | exam:jee advanced|course:barch | exam:bitsat|course:btech | exam:bitsat|course:be | exam:bitsat|course:engineering | exam:bitsat|course:barch | exam:viteee|course:btech | exam:viteee|course:be | exam:viteee|course:engineering | exam:viteee|course:barch | domain:engineering|trait:scientific curiosity | domain:design architecture|trait:scientific curiosity","When testing something while working on a civil, construction, or infrastructure problem, I like thinking about which factor may be affecting the result."
"2822","v7_college_scientific_curiosity_009","college","","scientific_curiosity","professional-strength","engineering | design_architecture","science pcm | science pcmb | pcm computer science | pcm + computer science | fine arts | humanities | commerce","physics | mathematics | applied mathematics | chemistry | computer science | engineering graphics | fine arts | design | visual arts","jee main | jee advanced | bitsat | viteee | srmjeee | met | comedk | state cet | nata | jee paper 2 | uceed | nid dat | nift","btech | be | engineering | barch | bdes | design | architecture | fashion design","architecture | planning | design | engineering | technology | creative arts","technology | engineering | problem-solving | quantitative | hands-on | creativity | design | visual | spatial","cad-engineering-design | drawing-illustration | graphic-design | project-management","domain:engineering | domain:design architecture | stream:science pcm | stream:science pcmb | stream:pcm computer science | stream:pcm + computer science | stream:fine arts | stream:humanities | exam:jee main | exam:jee advanced | exam:bitsat | exam:viteee | exam:srmjeee | exam:met | exam:comedk | exam:state cet | stream:science pcm|subject:physics | stream:science pcm|subject:mathematics | stream:science pcm|subject:applied mathematics | stream:science pcm|subject:chemistry | stream:science pcmb|subject:physics | stream:science pcmb|subject:mathematics | stream:science pcmb|subject:applied mathematics | stream:science pcmb|subject:chemistry | stream:pcm computer science|subject:physics | stream:pcm computer science|subject:mathematics | stream:pcm computer science|subject:applied mathematics | stream:pcm computer science|subject:chemistry | stream:pcm + computer science|subject:physics | stream:pcm + computer science|subject:mathematics | stream:pcm + computer science|subject:applied mathematics | stream:pcm + computer science|subject:chemistry | stream:science pcm|exam:jee main | stream:science pcm|exam:jee advanced | stream:science pcm|exam:bitsat | stream:science pcm|exam:viteee | stream:science pcmb|exam:jee main | stream:science pcmb|exam:jee advanced | stream:science pcmb|exam:bitsat | stream:science pcmb|exam:viteee | stream:pcm computer science|exam:jee main | stream:pcm computer science|exam:jee advanced | stream:pcm computer science|exam:bitsat | stream:pcm computer science|exam:viteee | stream:pcm + computer science|exam:jee main | stream:pcm + computer science|exam:jee advanced | stream:pcm + computer science|exam:bitsat | stream:pcm + computer science|exam:viteee | exam:jee main|course:btech | exam:jee main|course:be | exam:jee main|course:engineering | exam:jee main|course:barch | exam:jee advanced|course:btech | exam:jee advanced|course:be | exam:jee advanced|course:engineering | exam:jee advanced|course:barch | exam:bitsat|course:btech | exam:bitsat|course:be | exam:bitsat|course:engineering | exam:bitsat|course:barch | exam:viteee|course:btech | exam:viteee|course:be | exam:viteee|course:engineering | exam:viteee|course:barch | domain:engineering|trait:scientific curiosity | domain:design architecture|trait:scientific curiosity","While developing an architecture or planning concept, I often become curious about why something happens the way it does. I tend to prefer this approach even when the task becomes more difficult."
"2823","v7_college_scientific_curiosity_010","college","","scientific_curiosity","problem-solving","media_communication | research_science | design_architecture","humanities | arts | commerce | science pcm | science pcb | science pcmb | biotechnology | fine arts","mass media | english | political science | sociology | psychology | physics | chemistry | biology | mathematics | biotechnology | fine arts | design | engineering graphics | visual arts","journalism entrance | cuet ug | iiser iat | iat | nest | nata | jee paper 2 | uceed | nid dat | nift","journalism | mass communication | media studies | bsc | bs-ms | integrated msc | research degree | barch | bdes | design | architecture | fashion design","design | creative | media | communication | journalism | research | science | academia | architecture | creative arts","communication | verbal | creative | science | research | analytical | scientific curiosity | creativity | design | visual | spatial","graphic-design | ui-ux-design | drawing-illustration | photography","domain:media communication | domain:research science | domain:design architecture | stream:humanities | stream:arts | stream:commerce | stream:science pcm | stream:science pcb | stream:science pcmb | exam:journalism entrance | exam:cuet ug | exam:iiser iat | exam:iat | exam:nest | exam:nata | exam:jee paper 2 | exam:uceed | stream:humanities|subject:mass media | stream:humanities|subject:english | stream:humanities|subject:political science | stream:humanities|subject:sociology | stream:arts|subject:mass media | stream:arts|subject:english | stream:arts|subject:political science | stream:arts|subject:sociology | stream:commerce|subject:mass media | stream:commerce|subject:english | stream:commerce|subject:political science | stream:commerce|subject:sociology | stream:science pcm|subject:mass media | stream:science pcm|subject:english | stream:science pcm|subject:political science | stream:science pcm|subject:sociology | stream:humanities|exam:journalism entrance | stream:humanities|exam:cuet ug | stream:humanities|exam:iiser iat | stream:humanities|exam:iat | stream:arts|exam:journalism entrance | stream:arts|exam:cuet ug | stream:arts|exam:iiser iat | stream:arts|exam:iat | stream:commerce|exam:journalism entrance | stream:commerce|exam:cuet ug | stream:commerce|exam:iiser iat | stream:commerce|exam:iat | stream:science pcm|exam:journalism entrance | stream:science pcm|exam:cuet ug | stream:science pcm|exam:iiser iat | stream:science pcm|exam:iat | exam:journalism entrance|course:journalism | exam:journalism entrance|course:mass communication | exam:journalism entrance|course:media studies | exam:journalism entrance|course:bsc | exam:cuet ug|course:journalism | exam:cuet ug|course:mass communication | exam:cuet ug|course:media studies | exam:cuet ug|course:bsc | exam:iiser iat|course:journalism | exam:iiser iat|course:mass communication | exam:iiser iat|course:media studies | exam:iiser iat|course:bsc | exam:iat|course:journalism | exam:iat|course:mass communication | exam:iat|course:media studies | exam:iat|course:bsc | domain:media communication|trait:scientific curiosity | domain:research science|trait:scientific curiosity | domain:design architecture|trait:scientific curiosity","Before testing an idea while developing a visual, graphic, or user-experience design project, I enjoy predicting what may happen and why. I tend to prefer this approach even when the task becomes more difficult."
"2824","v7_college_scientific_curiosity_011","college","","scientific_curiosity","communication","research_science","science pcm | science pcb | science pcmb | biotechnology","physics | chemistry | biology | mathematics | biotechnology","iiser iat | iat | nest | cuet ug","bsc | bs-ms | integrated msc | research degree","science | research | academia","science | research | analytical | scientific curiosity","research | laboratory-work | mathematics | statistics","domain:research science | stream:science pcm | stream:science pcb | stream:science pcmb | stream:biotechnology | exam:iiser iat | exam:iat | exam:nest | exam:cuet ug | stream:science pcm|subject:physics | stream:science pcm|subject:chemistry | stream:science pcm|subject:biology | stream:science pcm|subject:mathematics | stream:science pcb|subject:physics | stream:science pcb|subject:chemistry | stream:science pcb|subject:biology | stream:science pcb|subject:mathematics | stream:science pcmb|subject:physics | stream:science pcmb|subject:chemistry | stream:science pcmb|subject:biology | stream:science pcmb|subject:mathematics | stream:biotechnology|subject:physics | stream:biotechnology|subject:chemistry | stream:biotechnology|subject:biology | stream:biotechnology|subject:mathematics | stream:science pcm|exam:iiser iat | stream:science pcm|exam:iat | stream:science pcm|exam:nest | stream:science pcm|exam:cuet ug | stream:science pcb|exam:iiser iat | stream:science pcb|exam:iat | stream:science pcb|exam:nest | stream:science pcb|exam:cuet ug | stream:science pcmb|exam:iiser iat | stream:science pcmb|exam:iat | stream:science pcmb|exam:nest | stream:science pcmb|exam:cuet ug | stream:biotechnology|exam:iiser iat | stream:biotechnology|exam:iat | stream:biotechnology|exam:nest | stream:biotechnology|exam:cuet ug | exam:iiser iat|course:bsc | exam:iiser iat|course:bs-ms | exam:iiser iat|course:integrated msc | exam:iiser iat|course:research degree | exam:iat|course:bsc | exam:iat|course:bs-ms | exam:iat|course:integrated msc | exam:iat|course:research degree | exam:nest|course:bsc | exam:nest|course:bs-ms | exam:nest|course:integrated msc | exam:nest|course:research degree | exam:cuet ug|course:bsc | exam:cuet ug|course:bs-ms | exam:cuet ug|course:integrated msc | exam:cuet ug|course:research degree | domain:research science|trait:scientific curiosity","While investigating a scientific question in college, I prefer explanations supported by reliable evidence. I tend to prefer this approach even when the task becomes more difficult."
"2825","v7_college_scientific_curiosity_012","college","","scientific_curiosity","work-style","commerce_finance","commerce with mathematics | commerce without mathematics | commerce | commerce with maths","accountancy | economics | business studies | mathematics | applied mathematics | entrepreneurship","cuet ug | ca foundation | cseet | cma foundation","bcom | bcom hons | ca | cs | cma | economics | finance","finance | accounting | commerce | economics","business | finance | quantitative | economics","accounting | finance | data-analysis","domain:commerce finance | stream:commerce with mathematics | stream:commerce without mathematics | stream:commerce | stream:commerce with maths | exam:cuet ug | exam:ca foundation | exam:cseet | exam:cma foundation | stream:commerce with mathematics|subject:accountancy | stream:commerce with mathematics|subject:economics | stream:commerce with mathematics|subject:business studies | stream:commerce with mathematics|subject:mathematics | stream:commerce without mathematics|subject:accountancy | stream:commerce without mathematics|subject:economics | stream:commerce without mathematics|subject:business studies | stream:commerce without mathematics|subject:mathematics | stream:commerce|subject:accountancy | stream:commerce|subject:economics | stream:commerce|subject:business studies | stream:commerce|subject:mathematics | stream:commerce with maths|subject:accountancy | stream:commerce with maths|subject:economics | stream:commerce with maths|subject:business studies | stream:commerce with maths|subject:mathematics | stream:commerce with mathematics|exam:cuet ug | stream:commerce with mathematics|exam:ca foundation | stream:commerce with mathematics|exam:cseet | stream:commerce with mathematics|exam:cma foundation | stream:commerce without mathematics|exam:cuet ug | stream:commerce without mathematics|exam:ca foundation | stream:commerce without mathematics|exam:cseet | stream:commerce without mathematics|exam:cma foundation | stream:commerce|exam:cuet ug | stream:commerce|exam:ca foundation | stream:commerce|exam:cseet | stream:commerce|exam:cma foundation | stream:commerce with maths|exam:cuet ug | stream:commerce with maths|exam:ca foundation | stream:commerce with maths|exam:cseet | stream:commerce with maths|exam:cma foundation | exam:cuet ug|course:bcom | exam:cuet ug|course:bcom hons | exam:cuet ug|course:ca | exam:cuet ug|course:cs | exam:ca foundation|course:bcom | exam:ca foundation|course:bcom hons | exam:ca foundation|course:ca | exam:ca foundation|course:cs | exam:cseet|course:bcom | exam:cseet|course:bcom hons | exam:cseet|course:ca | exam:cseet|course:cs | exam:cma foundation|course:bcom | exam:cma foundation|course:bcom hons | exam:cma foundation|course:ca | exam:cma foundation|course:cs | domain:commerce finance|trait:scientific curiosity","I enjoy testing an idea while analysing an accounting, finance, or commerce problem rather than accepting it only because someone says it is correct. I tend to prefer this approach even when the task becomes more difficult."
"2826","v7_college_scientific_curiosity_013","college","","scientific_curiosity","career-interest","management_business","commerce with mathematics | commerce without mathematics | commerce | humanities | science pcm | science pcb","business studies | economics | entrepreneurship | mathematics | accountancy","ipmat | jipmat | np at | npat | set | cuet ug","bba | bms | ipm | management | business","business | management | entrepreneurship","business | leadership | entrepreneurship | management","leadership | marketing | sales | finance | project-management","domain:management business | stream:commerce with mathematics | stream:commerce without mathematics | stream:commerce | stream:humanities | stream:science pcm | stream:science pcb | exam:ipmat | exam:jipmat | exam:np at | exam:npat | exam:set | exam:cuet ug | stream:commerce with mathematics|subject:business studies | stream:commerce with mathematics|subject:economics | stream:commerce with mathematics|subject:entrepreneurship | stream:commerce with mathematics|subject:mathematics | stream:commerce without mathematics|subject:business studies | stream:commerce without mathematics|subject:economics | stream:commerce without mathematics|subject:entrepreneurship | stream:commerce without mathematics|subject:mathematics | stream:commerce|subject:business studies | stream:commerce|subject:economics | stream:commerce|subject:entrepreneurship | stream:commerce|subject:mathematics | stream:humanities|subject:business studies | stream:humanities|subject:economics | stream:humanities|subject:entrepreneurship | stream:humanities|subject:mathematics | stream:commerce with mathematics|exam:ipmat | stream:commerce with mathematics|exam:jipmat | stream:commerce with mathematics|exam:np at | stream:commerce with mathematics|exam:npat | stream:commerce without mathematics|exam:ipmat | stream:commerce without mathematics|exam:jipmat | stream:commerce without mathematics|exam:np at | stream:commerce without mathematics|exam:npat | stream:commerce|exam:ipmat | stream:commerce|exam:jipmat | stream:commerce|exam:np at | stream:commerce|exam:npat | stream:humanities|exam:ipmat | stream:humanities|exam:jipmat | stream:humanities|exam:np at | stream:humanities|exam:npat | exam:ipmat|course:bba | exam:ipmat|course:bms | exam:ipmat|course:ipm | exam:ipmat|course:management | exam:jipmat|course:bba | exam:jipmat|course:bms | exam:jipmat|course:ipm | exam:jipmat|course:management | exam:np at|course:bba | exam:np at|course:bms | exam:np at|course:ipm | exam:np at|course:management | exam:npat|course:bba | exam:npat|course:bms | exam:npat|course:ipm | exam:npat|course:management | domain:management business|trait:scientific curiosity","While working through a business or management case, I often want to understand the mechanism that produces the result. I tend to prefer this approach even when the task becomes more difficult."
"2827","v7_college_scientific_curiosity_014","college","","scientific_curiosity","decision-making","research_science | law_governance","science pcm | science pcb | science pcmb | biotechnology | humanities | arts | commerce with mathematics | commerce without mathematics","physics | chemistry | biology | mathematics | biotechnology | legal studies | political science | history | sociology | economics | english","iiser iat | iat | nest | cuet ug | clat | ailet | slat | mh cet law","bsc | bs-ms | integrated msc | research degree | ba llb | bba llb | bcom llb | llb | law","law | policy | governance | research | science | academia | public policy","science | research | analytical | scientific curiosity | law | communication | governance | social sciences","writing | debating | public-speaking | research","domain:research science | domain:law governance | stream:science pcm | stream:science pcb | stream:science pcmb | stream:biotechnology | stream:humanities | stream:arts | exam:iiser iat | exam:iat | exam:nest | exam:cuet ug | exam:clat | exam:ailet | exam:slat | exam:mh cet law | stream:science pcm|subject:physics | stream:science pcm|subject:chemistry | stream:science pcm|subject:biology | stream:science pcm|subject:mathematics | stream:science pcb|subject:physics | stream:science pcb|subject:chemistry | stream:science pcb|subject:biology | stream:science pcb|subject:mathematics | stream:science pcmb|subject:physics | stream:science pcmb|subject:chemistry | stream:science pcmb|subject:biology | stream:science pcmb|subject:mathematics | stream:biotechnology|subject:physics | stream:biotechnology|subject:chemistry | stream:biotechnology|subject:biology | stream:biotechnology|subject:mathematics | stream:science pcm|exam:iiser iat | stream:science pcm|exam:iat | stream:science pcm|exam:nest | stream:science pcm|exam:cuet ug | stream:science pcb|exam:iiser iat | stream:science pcb|exam:iat | stream:science pcb|exam:nest | stream:science pcb|exam:cuet ug | stream:science pcmb|exam:iiser iat | stream:science pcmb|exam:iat | stream:science pcmb|exam:nest | stream:science pcmb|exam:cuet ug | stream:biotechnology|exam:iiser iat | stream:biotechnology|exam:iat | stream:biotechnology|exam:nest | stream:biotechnology|exam:cuet ug | exam:iiser iat|course:bsc | exam:iiser iat|course:bs-ms | exam:iiser iat|course:integrated msc | exam:iiser iat|course:research degree | exam:iat|course:bsc | exam:iat|course:bs-ms | exam:iat|course:integrated msc | exam:iat|course:research degree | exam:nest|course:bsc | exam:nest|course:bs-ms | exam:nest|course:integrated msc | exam:nest|course:research degree | exam:cuet ug|course:bsc | exam:cuet ug|course:bs-ms | exam:cuet ug|course:integrated msc | exam:cuet ug|course:research degree | domain:research science|trait:scientific curiosity | domain:law governance|trait:scientific curiosity","If analysing a legal case or policy question interests me, I may investigate it further even when it is not required. I tend to prefer this approach even when the task becomes more difficult."
